Time of Node:2020-10-29 16:17:18 ,Current time:2020-10-29 16:17:18,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.000000s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 72 Node temp: 88 Source: 2 Coordinate: (0,2) Alert: False , time : 0.019016s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 82 Source: 3 Coordinate: (0,3) Alert: False , time : 0.014823s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 72 Node temp: 90 Source: 5 Coordinate: (1,1) Alert: False , time : 0.011470s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: False , time : 0.014988s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 83 Source: 9 Coordinate: (2,1) Alert: True , time : 0.014822s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 87 Source: 10 Coordinate: (2,2) Alert: False , time : 0.014187s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: True , time : 0.015937s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 87 Source: 12 Coordinate: (3,0) Alert: True , time : 0.008108s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 77 Node temp: 85 Source: 13 Coordinate: (3,1) Alert: False , time : 0.014707s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.007537s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 82 Source: 2 Coordinate: (0,2) Alert: False , time : 0.020479s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 83 Source: 3 Coordinate: (0,3) Alert: True , time : 0.016104s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 79 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.016154s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 84 Source: 9 Coordinate: (2,1) Alert: True , time : 0.016092s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: True , time : 0.016466s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 89 Source: 12 Coordinate: (3,0) Alert: True , time : 0.009086s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008283s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 88 Source: 3 Coordinate: (0,3) Alert: False , time : 0.016723s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: False , time : 0.016813s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 79 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008734s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008629s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008585s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008637s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008619s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008518s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 83 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008644s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008575s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008435s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008283s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008311s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008276s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008336s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008264s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008279s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008319s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008276s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008394s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008303s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008308s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008286s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 86 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.008122s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.008040s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 0.011004s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 86 Source: 2 Coordinate: (0,2) Alert: False , time : 0.025202s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 90 Source: 3 Coordinate: (0,3) Alert: True , time : 0.020480s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 71 Node temp: 82 Source: 4 Coordinate: (1,0) Alert: False , time : 0.012199s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 87 Source: 5 Coordinate: (1,1) Alert: True , time : 0.018092s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: False , time : 0.020271s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 72 Node temp: 89 Source: 7 Coordinate: (1,3) Alert: False , time : 0.014897s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 89 Node temp: 84 Source: 8 Coordinate: (2,0) Alert: True , time : 0.018492s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 81 Source: 9 Coordinate: (2,1) Alert: False , time : 0.021079s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 90 Source: 10 Coordinate: (2,2) Alert: False , time : 0.020563s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 87 Source: 11 Coordinate: (2,3) Alert: True , time : 0.021431s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 81 Source: 12 Coordinate: (3,0) Alert: True , time : 0.014184s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 87 Source: 13 Coordinate: (3,1) Alert: False , time : 0.021024s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 81 Source: 14 Coordinate: (3,2) Alert: True , time : 0.021733s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 79 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: False , time : 0.022889s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.010477s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 84 Source: 1 Coordinate: (0,1) Alert: True , time : 0.013438s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 86 Source: 2 Coordinate: (0,2) Alert: False , time : 0.027054s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 89 Source: 4 Coordinate: (1,0) Alert: True , time : 0.014245s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 80 Node temp: 81 Source: 5 Coordinate: (1,1) Alert: False , time : 0.019480s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 89 Node temp: 81 Source: 6 Coordinate: (1,2) Alert: True , time : 0.022271s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 86 Source: 7 Coordinate: (1,3) Alert: True , time : 0.016644s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 79 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: False , time : 0.020533s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 85 Source: 9 Coordinate: (2,1) Alert: True , time : 0.023275s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 88 Source: 11 Coordinate: (2,3) Alert: True , time : 0.023387s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 85 Source: 12 Coordinate: (3,0) Alert: False , time : 0.015917s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 86 Node temp: 88 Source: 13 Coordinate: (3,1) Alert: True , time : 0.022802s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: True , time : 0.024305s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.012470s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 85 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: True , time : 0.015363s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 88 Source: 2 Coordinate: (0,2) Alert: True , time : 0.028804s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 86 Node temp: 84 Source: 4 Coordinate: (1,0) Alert: True , time : 0.016176s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 77 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.023776s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 71 Node temp: 89 Source: 7 Coordinate: (1,3) Alert: False , time : 0.018123s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 8 Coordinate: (2,0) Alert: False , time : 0.022114s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 81 Source: 11 Coordinate: (2,3) Alert: False , time : 0.024790s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 80 Node temp: 83 Source: 13 Coordinate: (3,1) Alert: False , time : 0.023942s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: True , time : 0.025767s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.013754s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: False , time : 0.016022s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 84 Source: 4 Coordinate: (1,0) Alert: False , time : 0.017049s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 0.024788s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 80 Node temp: 89 Source: 8 Coordinate: (2,0) Alert: False , time : 0.022919s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 83 Source: 11 Coordinate: (2,3) Alert: True , time : 0.025515s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: True , time : 0.026014s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.014575s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 86 Source: 1 Coordinate: (0,1) Alert: True , time : 0.016745s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.025230s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 83 Node temp: 88 Source: 8 Coordinate: (2,0) Alert: True , time : 0.023596s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 71 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 0.026370s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.015147s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 0.017249s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 89 Source: 6 Coordinate: (1,2) Alert: False , time : 0.025336s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 85 Node temp: 86 Source: 15 Coordinate: (3,3) Alert: True , time : 0.026756s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.015674s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: False , time : 0.017791s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: False , time : 0.025857s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: True , time : 0.027251s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.016096s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 90 Source: 1 Coordinate: (0,1) Alert: False , time : 0.018047s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 0.025481s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 87 Source: 15 Coordinate: (3,3) Alert: True , time : 0.027492s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.016391s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 86 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: True , time : 0.018258s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 89 Source: 6 Coordinate: (1,2) Alert: True , time : 0.025802s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: False , time : 0.027868s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 71 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.016731s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 0.018366s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 86 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.026272s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 89 Source: 15 Coordinate: (3,3) Alert: True , time : 0.028239s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.017134s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 76 Node temp: 90 Source: 1 Coordinate: (0,1) Alert: False , time : 0.018326s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 86 Source: 6 Coordinate: (1,2) Alert: False , time : 0.025803s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 89 Node temp: 90 Source: 15 Coordinate: (3,3) Alert: True , time : 0.028317s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.017522s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 79 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: False , time : 0.018583s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 0.026147s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 86 Source: 15 Coordinate: (3,3) Alert: True , time : 0.028772s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.018060s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: True , time : 0.019025s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 82 Source: 6 Coordinate: (1,2) Alert: True , time : 0.026586s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 85 Source: 15 Coordinate: (3,3) Alert: False , time : 0.029025s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.018514s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 81 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: True , time : 0.018954s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 84 Source: 6 Coordinate: (1,2) Alert: True , time : 0.026716s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 71 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 0.029347s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.018950s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: False , time : 0.019376s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: False , time : 0.027164s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 89 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 0.029620s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 74 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.019345s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 77 Node temp: 87 Source: 1 Coordinate: (0,1) Alert: False , time : 0.019865s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 86 Node temp: 88 Source: 6 Coordinate: (1,2) Alert: True , time : 0.027494s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 80 Node temp: 81 Source: 15 Coordinate: (3,3) Alert: False , time : 0.029484s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 85 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.019799s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 80 Node temp: 88 Source: 1 Coordinate: (0,1) Alert: False , time : 0.020197s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.027721s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 84 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: True , time : 0.029671s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.020279s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 85 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: True , time : 0.020317s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 83 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: True , time : 0.028124s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 90 Source: 15 Coordinate: (3,3) Alert: False , time : 0.030090s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 72 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.020741s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 80 Node temp: 82 Source: 1 Coordinate: (0,1) Alert: False , time : 0.020959s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 85 Source: 6 Coordinate: (1,2) Alert: True , time : 0.028684s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 70 Node temp: 88 Source: 15 Coordinate: (3,3) Alert: False , time : 0.030685s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.021445s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 73 Node temp: 81 Source: 1 Coordinate: (0,1) Alert: False , time : 0.021574s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 78 Node temp: 87 Source: 6 Coordinate: (1,2) Alert: False , time : 0.029207s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 90 Node temp: 87 Source: 15 Coordinate: (3,3) Alert: True , time : 0.031150s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 87 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: True , time : 0.021811s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 85 Node temp: 89 Source: 1 Coordinate: (0,1) Alert: True , time : 0.021873s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 77 Node temp: 88 Source: 6 Coordinate: (1,2) Alert: False , time : 0.029252s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 82 Node temp: 84 Source: 15 Coordinate: (3,3) Alert: True , time : 0.031553s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 75 Node temp: 81 Source: 0 Coordinate: (0,0) Alert: False , time : 0.022122s 
Time of Node:2020-10-29 16:17:53 ,Current time:2020-10-29 16:17:53,Infared temp: 88 Node temp: 85 Source: 1 Coordinate: (0,1) Alert: True , time : 0.022217s 
